sim_y_ystar,prob_pos_xy,prob_hardneg_xystar,pred_pos,pred_hardneg,hardneg_fooled,tier_x,tier_y,tier_ystar,sub_x,sub_y,sub_ystar,url_x,url_y,url_ystar,text_x,text_y_TRUE,text_ystar_HARDNEG
0.752174,1.000000,0.000003,1,0,0,8,15,1,11b,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/personalize-content/use-helper-functions-for-personalization,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"I’ve noticed that in the design of this message the first name should appear in all caps to match the rest of this section. To ensure that that will happen I’m going to use a Helper Function to transform the name, to always be uppercase. I’ll click the Edit Personalization button. And in the Edit Personalization window, I’ll choose Helper Functions from the dropdown menu. In the search box, I’m going to search for uppercase.","Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.752174,1.000000,0.000000,1,0,0,9,15,1,12b,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/experimentation/content-experiments-for-emails,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"After running an experiment, there are several possible next steps. The most common action for this scenario would be to use the winning subject line for future messages. Another follow up could be running different subject line tests or running different subject lines with different audience segments. Thank you for watching this demo of content experimentation in Adobe Journey Optimizer. recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305","Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.752174,1.000000,0.000007,1,0,0,9,15,1,5c,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/journeys/mastering-multi-attribute-filtering,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"Documentation Journey Optimizer Journey Optimizer Tutorials Mastering multi-attribute filtering for effective data managementMastering multi-attribute filtering for effective data management Mastering multi-attribute filtering for effective data managementWhen working with lookup schemas, you may often need to filter a list of objects based on more than one attribute. This video explains how to perform multi-attribute filtering on lookup schemas using nested filter() functions. This is especially useful when you need to narrow down a list of objects based on more than one condition—such as filtering products in a shopping cart by both ID and color. https://video.tv.adobe.com/v/3469312/?learn=on&enablevpops recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305","Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.752174,1.000000,0.000004,1,0,0,9,15,1,5c,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/journeys/unlock-journey-reentry-with-supplemental-id,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"We’re just going to send one event per person or per supplemental ID. Now, if I go into the fields, you can see that I’ve enabled all of the fields that are part of the payload here and the supplemental ID has been enabled. And as mentioned earlier, the supplemental ID is product identifier and namespace is product ID. Okay, let’s go to our second event. The second event is a collection.","Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.752174,1.000000,0.000002,1,0,0,10,15,1,7b,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/conflict-management/configure-and-apply-quiet-hours,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"Quiet Hours rules can be applied to SMS, push, email, and WhatsApp messages in journeys or campaigns. Here’s where you’d apply it to a journey action. And here’s where you’d apply it in a campaign action. Now that setup is complete, we can rest assured that communications are only going out in the appropriate windows, thus increasing the likelihood of engagement while mitigating the risk of customer opt-out. Thanks. recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305","Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.752174,1.000000,0.000001,1,0,0,10,15,1,7a,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/conflict-management/assign-priority-score,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"Let me do a quick check to make sure that there’s only one other campaign that contains this same channel configuration. Yes, confirming that I don’t need to worry about other actions leveraging the same surface. Once activated and the webpage button is clicked, I should now receive content from the higher priority campaign even though both campaigns are active. And yes, coming through is the content from the higher priority campaign. Please note that we also support inbound prioritization across campaigns and journeys, meaning that if the recipient qualifies for a journey action or campaign action that are both using the same channel configuration, only the highest priority will be returned.","Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.752174,1.000000,0.000004,1,0,0,11,15,1,16a,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/channel-configuration/email-channel/set-up-and-execute-an-ip-warmup-plan,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,Once a run started you cannot modify this run. What you can do is this phase for example has started you can duplicate complete runs. The other option that you have is if a phase is already activated you can go ahead and split the run into a new phase. What will happen you see here we have eight phases right now we’re in phase three. So if I split the run into a new phase the run number four to nine will be moved into a new phase.,"Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.752174,1.000000,0.000005,1,0,0,11,15,1,16a,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/channel-configuration/email-channel/set-up-and-execute-an-ip-warmup-plan,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"Now let’s add another European one, DMX. I’ll add three domains as well. Now I just have to add the NinoLane with the warmup data to the plan. Save the file as CSV. And now I can re-upload the plan in Journey Optimizer.","Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.752174,1.000000,0.000004,1,0,0,11,15,1,16b,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/journey-configuration/configure-data-sources,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"And then I have an API key that I’ll insert into this other section. Note that whatever I paste is automatically obfuscated. So, you can’t see it. Also, we’ll go ahead and paste in what this end point is going to return. You see this name value pair of q equals city name.","Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.752174,1.000000,0.000001,1,0,0,11,15,1,16b,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/journey-configuration/configure-data-sources,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"Or it can be used to personalize an action, like sending the last product purchased via an SMS. Now that you know what a data source is, let’s dive into configuring the Experience Platform data source. Journey Optimizer can read profile attributes and behavioral history from the real-time profile on the platform. To access this data, we need to configure the fields you’d like available from the profile in the out-of-the-box Experience Platform data source. On my screen here, you’ll see in my recent objects, the Experience Platform data source are already listed.","Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.752174,1.000000,0.000029,1,0,0,11,15,1,16b,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/journey-configuration/configure-data-sources,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"If you’d like to increase this limit, you can use the capping API, which is documented on our website to increase that throughput to match whatever you are comfortable with. Thanks and we look forward to using data sources in a later video. - recommendation-more-help 7e382214-bd30-4de2-bc8b-f6f6e7182305","Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
0.752174,1.000000,0.000005,1,0,0,11,15,1,16a,22,2a,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/configuration/channel-configuration/email-channel/set-up-and-execute-an-ip-warmup-plan,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/live-sessions-and-deep-dives/experience-league-live-show-recordings,https://experienceleague.adobe.com/en/docs/journey-optimizer-learn/tutorials/introduction-to-journey-optimizer/key-capabilities-and-user-interface,"Now that all my campaigns are active, I can create the warm-up plan. We find the IP warm-up plans under Administration, Channels, Email Configuration, and then under the IP warm-up plans. If you do not see this entry here or you do not see the Administration section of the left navigation at all, reach out to your administrator and make sure that you have the rights to manage IP warm-up plans. Now if we go into the IP warm-up plans, I can create my new IP warm-up plan and I will give it a name. The next thing is important here.","Watch Unveiling Content Cards for Adobe Journey Optimizer (November 6, 2024) Learn how Content Cards deliver key updates, promotions, and messages seamlessly within your app or website, ensuring a non-intrusive user experience. Watch Harmonize Audiences in Experience Ecosystems - Federated Audience Composition in Experience Platform (October 24, 2024) Learn about Federated Audience Composition provides a comprehensive approach to audience curation and activation with Real-Time CDP and Journey Optimizer. Watch AI Bash - Unlocking the Power of AI Assistant in Adobe Experience Platform Applications and Campaign (September 26, 2024) AI-driven tools are transforming the way we engage customers and streamline workflows. Learn how Adobe's AI capabilities will accelerate your productivity. Watch Summer Spotlight - Three must try features in Adobe Journey Optimizer Supercharge your customer engagement this summer with Adobe Journey Optimizer's three features - journey experimentation, frequency capping, and multi-lingual messaging Watch API Triggered Messaging in Adobe Journey Optimizer Learn how to use REST APIs for contextual, personalized and real time transactional and marketing communications.","We also include Adobe Experience Manager Assets Essentials, which is a lightweight digital asset manager fully embedded into Journey Optimizer to provide a simplified and consistent user interface that enables users to access, store, discover, and deliver digital assets directly to their marketing channels. And that includes instant access to shared assets within Adobe Creative Cloud and Adobe Experience Cloud apps. Journey Optimizer also includes Decision Management, which allows you to create and manage offers, eligibility rules, and other associated objects in a centralized library of offers that can be embedded in emails and other customer touchpoints to deliver targeted, personalized content. You also have Adobe Experience Platform AI and Machine Learning services, which allow you to do send time optimization to send the right message at the right time when your customer is most likely to engage, as well as take advantage of predictive engagement scores through machine learning models that can help you target your high-value customers and minimize churn risk. And all of this is built with the focus on speed, scale, and time to value."
