```json
{
  "product": "Adobe Experience Platform",
  "tiers": [
    {"id": 1, "title": "Platform Foundation", "rationale": "Core infrastructure and access controls that enable everything else"},
    {"code": "11i", "tier": 11, "title": "ETL Integration"}
  ],
  "assignments": [
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/home", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/video/platform-overview", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/multi-cloud", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./multi-region-multi-brand-whitepaper", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./edge-and-hub-comparison", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/docs/platform-learn/tutorials/overview.html", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/video/customer-experience", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/video/customer-experience-bts", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/end-to-end-tutorial", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/video/key-capabilities", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/video/platform-use-cases", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/video/platform-architecture", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/video/roles-project-phases", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/ui-guide", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/video/platform-ui", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/workflows", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/browser-language-support", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/self-identification", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/api-guide", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/api-authentication", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/api-fundamentals", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/postman", "subchapter": "1a", "tier": 1},
    {"url": "https://www.adobe.com/go/platform-api-reference-en", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/documentation/overview", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/documentation/language-support", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/application-services", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/docs/real-time-customer-data-platform.html", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/video/application-intelligent-services", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/docs/customer-journey-analytics.html", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/docs/journey-optimizer.html", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/docs/journey-orchestration.html", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/docs/mix-modeler.html", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/video/experience-cloud-integrations", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/overview", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/consent/adobe/overview", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/consent/adobe/dataset", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/consent/iab/overview", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/consent/iab/dataset", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/consent/sdk", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/audit-logs/overview", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/audit-logs/api/overview", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/audit-logs/api/getting-started", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/audit-logs/api/events", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/audit-logs/api/export", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/encryption", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/customer-managed-keys/overview", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/customer-managed-keys/azure/azure-key-vault-config", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/customer-managed-keys/azure/api-set-up", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/customer-managed-keys/azure/ui-set-up", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/customer-managed-keys/azure/alerts-and-ip-access", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/customer-managed-keys/aws/configure-kms", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/customer-managed-keys/aws/ui-set-up", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./governance-privacy-security/customer-managed-keys/alert-resolution-reference", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./license-usage-and-guardrails/data-management-best-practices", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./license-usage-and-guardrails/license-usage-dashboard", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./license-usage-and-guardrails/capacity", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/./license-usage-and-guardrails/total-data-volume", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/docs/journey-optimizer/using/get-started/guardrails.html", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/docs/analytics-platform/using/cja-admin/guardrails.html", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/docs/experience-platform/rtcdp/guardrails/overview.html", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/troubleshooting", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/adls2-gen2-migration", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/landing/glossary", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/release-notes/latest", "subchapter": "1a", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/home", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/overview", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/end-to-end-guide", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/apply-access-labels-destinations", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/ui/browse", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/ui/labels", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/ui/permissions", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/ui/policies", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/ui/roles", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/ui/sandboxes", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/ui/users", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/permission-manager/overview", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/permission-manager/permissions", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/api/overview", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/api/getting-started", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/api/roles", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/api/policies", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/abac/api/products", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/ui/overview", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/ui/browse", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/ui/permissions", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/ui/details-and-services", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/ui/create-profile", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/ui/users", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/api/getting-started", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/api/permissions-and-resource-types", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/api/effective-policies", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/access-control/troubleshooting-guide", "subchapter": "1b", "tier": 1},
    {"url": "https://www.adobe.io/experience-platform-apis/references/access-control/", "subchapter": "1b", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/home", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/ui/overview", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/ui/user-guide", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/ui/sandbox-tooling", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/ui/sharing-packages-across-orgs", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/api/overview", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/api/getting-started", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/api/available", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/api/sandboxes", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/api/types", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/api/appendix", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/sandbox-tooling-api/overview", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/sandbox-tooling-api/getting-started", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/sandbox-tooling-api/packages", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/sandbox-tooling-api/tools", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/sandbox-tooling-api/appendix", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/use-cases/backup-object-configuration", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/use-cases/center-of-excellence", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sandboxes/troubleshooting-guide", "subchapter": "1c", "tier": 1},
    {"url": "https://www.adobe.io/experience-platform-apis/references/sandbox", "subchapter": "1c", "tier": 1},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/home", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/schema/composition", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/schema/best-practices", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./schema/profile-enablement-planning", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./schema/sensitive-and-personal-data", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/schema/field-constraints", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./schema/relational", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./schema/namespaces", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./schema/industries/overview", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./schema/industries/retail", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./schema/industries/financial", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./schema/industries/healthcare", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./schema/industries/telecom", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./schema/industries/travel-hospitality", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/schema/field-dictionary", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./data-mirror/overview", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/individual-profile", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/experienceevent", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/medication", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/payer", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/plan", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/policy", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/product", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/prospect", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/provider", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/segment-definition", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/b2b/business-account", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/b2b/business-account-person-relation", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/b2b/business-campaign", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/b2b/business-campaign-members", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/b2b/business-opportunity", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/b2b/business-opportunity-person-relation", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/b2b/business-marketing-list", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/xdm/./classes/b2b/business-marketing-list-members", "subchapter": "2a", "tier": 2},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/home", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/permissions", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/identity/overview", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/identity/identity-map", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/identity/fpid", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/identity/cross-domain-sharing", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/identity/mobile-to-web", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/identity/consent", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/identity/troubleshooting", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/brightscript/brs-overview", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/js/js-overview", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/collection/js/release-notes", "subchapter": "3a", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/sources/home", "subchapter": "3b", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/ingestion/home", "subchapter": "3b", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/ingestion/streaming-ingestion/overview", "subchapter": "3b", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/ingestion/streaming-ingestion/kafka", "subchapter": "3b", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/ingestion/streaming-ingestion/troubleshooting", "subchapter": "3b", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/ingestion/batch-ingestion/getting-started", "subchapter": "3b", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/ingestion/batch-ingestion/overview", "subchapter": "3b", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/ingestion/batch-ingestion/api-overview", "subchapter": "3b", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/ingestion/batch-ingestion/partial", "subchapter": "3b", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/ingestion/batch-ingestion/troubleshooting", "subchapter": "3b", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/data-prep/home", "subchapter": "3c", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/data-prep/functions", "subchapter": "3c", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/data-prep/./api/overview", "subchapter": "3c", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/data-prep/./api/getting-started", "subchapter": "3c", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/data-prep/./api/functions", "subchapter": "3c", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/data-prep/./api/mapping-set", "subchapter": "3c", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/data-prep/./ui/mapping", "subchapter": "3c", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/data-prep/./data-handling", "subchapter": "3c", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/data-prep/mapping-set", "subchapter": "3c", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/data-prep/upserts", "subchapter": "3c", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/data-prep/troubleshooting-guide", "subchapter": "3c", "tier": 3},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/home", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/getting-started", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/filter-data", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/list-objects", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/look-up-object", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/look-up-multiple-objects", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/update-object", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/replace-object", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/delete-object", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/create-dataset", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/create-batch", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/labels", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/api/appendix", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/datasets/overview", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/datasets/user-guide", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/datasets/create", "subchapter": "4a", "tier": 4},
    {"url": "https://experienceleague.adobe.com/en/docs/experience-platform/catalog/datasets/enable-for-profile", "subchapter": "4a", "tier": 4},
